'Elapsed time','I'
'1:26.494',-0.086
'1:26.496',-0.110
'1:26.498',-0.107
'1:26.500',-0.102
'1:26.502',-0.114
'1:26.504',-0.102
'1:26.506',-0.104
'1:26.508',-0.110
'1:26.510',-0.109
'1:26.512',-0.116
'1:26.514',-0.112
'1:26.516',-0.112
'1:26.518',-0.114
'1:26.520',-0.114
'1:26.522',-0.107
'1:26.524',-0.115
'1:26.526',-0.118
'1:26.528',-0.116
'1:26.530',-0.126
'1:26.532',-0.125
'1:26.534',-0.121
'1:26.536',-0.118
'1:26.538',-0.119
'1:26.540',-0.111
'1:26.542',-0.120
'1:26.544',-0.121
'1:26.546',-0.124
'1:26.548',-0.127
'1:26.550',-0.112
'1:26.552',-0.121
'1:26.554',-0.128
'1:26.556',-0.117
'1:26.558',-0.130
'1:26.560',-0.130
'1:26.562',-0.135
'1:26.564',-0.140
'1:26.566',-0.126
'1:26.568',-0.126
'1:26.570',-0.136
'1:26.572',-0.128
'1:26.574',-0.130
'1:26.576',-0.131
'1:26.578',-0.132
'1:26.580',-0.139
'1:26.582',-0.135
'1:26.584',-0.129
'1:26.586',-0.128
'1:26.588',-0.139
'1:26.590',-0.141
'1:26.592',-0.136
'1:26.594',-0.141
'1:26.596',-0.141
'1:26.598',-0.135
'1:26.600',-0.130
'1:26.602',-0.131
'1:26.604',-0.136
'1:26.606',-0.140
'1:26.608',-0.140
'1:26.610',-0.136
'1:26.612',-0.137
'1:26.614',-0.147
'1:26.616',-0.143
'1:26.618',-0.141
'1:26.620',-0.140
'1:26.622',-0.131
'1:26.624',-0.135
'1:26.626',-0.147
'1:26.628',-0.138
'1:26.630',-0.131
'1:26.632',-0.135
'1:26.634',-0.155
'1:26.636',-0.129
'1:26.638',-0.141
'1:26.640',-0.142
'1:26.642',-0.131
'1:26.644',-0.124
'1:26.646',-0.127
'1:26.648',-0.124
'1:26.650',-0.130
'1:26.652',-0.130
'1:26.654',-0.144
'1:26.656',-0.135
'1:26.658',-0.133
'1:26.660',-0.131
'1:26.662',-0.139
'1:26.664',-0.137
'1:26.666',-0.126
'1:26.668',-0.125
'1:26.670',-0.132
'1:26.672',-0.124
'1:26.674',-0.124
'1:26.676',-0.124
'1:26.678',-0.120
'1:26.680',-0.113
'1:26.682',-0.103
'1:26.684',-0.120
'1:26.686',-0.107
'1:26.688',-0.096
'1:26.690',-0.095
'1:26.692',-0.102
'1:26.694',-0.102
'1:26.696',-0.105
'1:26.698',-0.102
'1:26.700',-0.081
'1:26.702',-0.059
'1:26.704',-0.048
'1:26.706',-0.053
'1:26.708',-0.041
'1:26.710',-0.035
'1:26.712',-0.039
'1:26.714',-0.050
'1:26.716',-0.072
'1:26.718',-0.075
'1:26.720',-0.100
'1:26.722',-0.128
'1:26.724',-0.123
'1:26.726',-0.134
'1:26.728',-0.149
'1:26.730',-0.146
'1:26.732',-0.151
'1:26.734',-0.152
'1:26.736',-0.151
'1:26.738',-0.153
'1:26.740',-0.154
'1:26.742',-0.145
'1:26.744',-0.160
'1:26.746',-0.159
'1:26.748',-0.151
'1:26.750',-0.154
'1:26.752',-0.166
'1:26.754',-0.153
'1:26.756',-0.158
'1:26.758',-0.166
'1:26.760',-0.166
'1:26.762',-0.167
'1:26.764',-0.176
'1:26.766',-0.173
'1:26.768',-0.168
'1:26.770',-0.166
'1:26.772',-0.155
'1:26.774',-0.136
'1:26.776',-0.105
'1:26.778',-0.080
'1:26.780',-0.052
'1:26.782',-0.003
'1:26.784',0.081
'1:26.786',0.160
'1:26.788',0.241
'1:26.790',0.324
'1:26.792',0.403
'1:26.794',0.465
'1:26.796',0.513
'1:26.798',0.536
'1:26.800',0.496
'1:26.802',0.444
'1:26.804',0.399
'1:26.806',0.281
'1:26.808',0.137
'1:26.810',0.056
'1:26.812',-0.016
'1:26.814',-0.095
'1:26.816',-0.123
'1:26.818',-0.178
'1:26.820',-0.237
'1:26.822',-0.270
'1:26.824',-0.290
'1:26.826',-0.326
'1:26.828',-0.328
'1:26.830',-0.293
'1:26.832',-0.279
'1:26.834',-0.255
'1:26.836',-0.241
'1:26.838',-0.228
'1:26.840',-0.228
'1:26.842',-0.224
'1:26.844',-0.205
'1:26.846',-0.197
'1:26.848',-0.203
'1:26.850',-0.182
'1:26.852',-0.187
'1:26.854',-0.192
'1:26.856',-0.193
'1:26.858',-0.192
'1:26.860',-0.166
'1:26.862',-0.168
'1:26.864',-0.175
'1:26.866',-0.182
'1:26.868',-0.183
'1:26.870',-0.176
'1:26.872',-0.177
'1:26.874',-0.172
'1:26.876',-0.177
'1:26.878',-0.176
'1:26.880',-0.181
'1:26.882',-0.175
'1:26.884',-0.167
'1:26.886',-0.173
'1:26.888',-0.170
'1:26.890',-0.165
'1:26.892',-0.171
'1:26.894',-0.174
'1:26.896',-0.164
'1:26.898',-0.185
'1:26.900',-0.181
'1:26.902',-0.168
'1:26.904',-0.173
'1:26.906',-0.162
'1:26.908',-0.158
'1:26.910',-0.155
'1:26.912',-0.158
'1:26.914',-0.159
'1:26.916',-0.172
'1:26.918',-0.171
'1:26.920',-0.159
'1:26.922',-0.139
'1:26.924',-0.143
'1:26.926',-0.132
'1:26.928',-0.141
'1:26.930',-0.141
'1:26.932',-0.146
'1:26.934',-0.142
'1:26.936',-0.145
'1:26.938',-0.144
'1:26.940',-0.137
'1:26.942',-0.127
'1:26.944',-0.125
'1:26.946',-0.116
'1:26.948',-0.124
'1:26.950',-0.114
'1:26.952',-0.116
'1:26.954',-0.112
'1:26.956',-0.115
'1:26.958',-0.102
'1:26.960',-0.103
'1:26.962',-0.094
'1:26.964',-0.095
'1:26.966',-0.095
'1:26.968',-0.089
'1:26.970',-0.080
'1:26.972',-0.074
'1:26.974',-0.077
'1:26.976',-0.064
'1:26.978',-0.058
'1:26.980',-0.048
'1:26.982',-0.045
'1:26.984',-0.047
'1:26.986',-0.044
'1:26.988',-0.036
'1:26.990',-0.020
'1:26.992',-0.019
'1:26.994',-0.021
'1:26.996',-0.012
'1:26.998',-0.008
'1:27.000',0.006
'1:27.002',0.006
'1:27.004',0.018
'1:27.006',0.020
'1:27.008',0.013
'1:27.010',0.049
'1:27.012',0.037
'1:27.014',0.040
'1:27.016',0.040
'1:27.018',0.046
'1:27.020',0.060
'1:27.022',0.070
'1:27.024',0.072
'1:27.026',0.069
'1:27.028',0.075
'1:27.030',0.079
'1:27.032',0.081
'1:27.034',0.085
'1:27.036',0.079
'1:27.038',0.086
'1:27.040',0.078
'1:27.042',0.076
'1:27.044',0.070
'1:27.046',0.066
'1:27.048',0.062
'1:27.050',0.055
'1:27.052',0.046
'1:27.054',0.035
'1:27.056',0.032
'1:27.058',0.028
'1:27.060',0.018
'1:27.062',0.011
'1:27.064',0.004
'1:27.066',-0.004
'1:27.068',-0.005
'1:27.070',-0.015
'1:27.072',-0.028
'1:27.074',-0.038
'1:27.076',-0.045
'1:27.078',-0.045
'1:27.080',-0.061
'1:27.082',-0.061
'1:27.084',-0.070
'1:27.086',-0.085
'1:27.088',-0.099
'1:27.090',-0.098
'1:27.092',-0.102
'1:27.094',-0.094
'1:27.096',-0.100
'1:27.098',-0.113
'1:27.100',-0.114
'1:27.102',-0.103
'1:27.104',-0.120
'1:27.106',-0.117
'1:27.108',-0.117
'1:27.110',-0.120
'1:27.112',-0.126
'1:27.114',-0.127
'1:27.116',-0.131
'1:27.118',-0.124
'1:27.120',-0.118
'1:27.122',-0.115
'1:27.124',-0.117
'1:27.126',-0.135
'1:27.128',-0.132
'1:27.130',-0.135
'1:27.132',-0.136
'1:27.134',-0.137
'1:27.136',-0.133
'1:27.138',-0.139
'1:27.140',-0.126
'1:27.142',-0.131
'1:27.144',-0.141
'1:27.146',-0.147
'1:27.148',-0.135
'1:27.150',-0.133
'1:27.152',-0.135
'1:27.154',-0.133
'1:27.156',-0.137
'1:27.158',-0.136
'1:27.160',-0.146
'1:27.162',-0.146
'1:27.164',-0.140
'1:27.166',-0.134
'1:27.168',-0.142
'1:27.170',-0.146
'1:27.172',-0.150
'1:27.174',-0.139
'1:27.176',-0.138
'1:27.178',-0.140
'1:27.180',-0.150
'1:27.182',-0.143
'1:27.184',-0.143
'1:27.186',-0.140
'1:27.188',-0.140
'1:27.190',-0.155
'1:27.192',-0.154
'1:27.194',-0.146
'1:27.196',-0.140
'1:27.198',-0.153
'1:27.200',-0.151
'1:27.202',-0.150
'1:27.204',-0.140
'1:27.206',-0.145
'1:27.208',-0.150
'1:27.210',-0.150
'1:27.212',-0.153
'1:27.214',-0.153
'1:27.216',-0.148
'1:27.218',-0.146
'1:27.220',-0.161
'1:27.222',-0.154
'1:27.224',-0.155
'1:27.226',-0.150
'1:27.228',-0.150
'1:27.230',-0.148
'1:27.232',-0.147
'1:27.234',-0.153
'1:27.236',-0.156
'1:27.238',-0.162
'1:27.240',-0.165
'1:27.242',-0.150
'1:27.244',-0.156
'1:27.246',-0.151
'1:27.248',-0.152
'1:27.250',-0.161
'1:27.252',-0.163
'1:27.254',-0.154
'1:27.256',-0.164
'1:27.258',-0.159
'1:27.260',-0.165
'1:27.262',-0.149
'1:27.264',-0.147
'1:27.266',-0.146
'1:27.268',-0.143
'1:27.270',-0.134
'1:27.272',-0.142
'1:27.274',-0.158
'1:27.276',-0.142
'1:27.278',-0.155
'1:27.280',-0.149
'1:27.282',-0.137
'1:27.284',-0.146
'1:27.286',-0.143
'1:27.288',-0.140
'1:27.290',-0.137
'1:27.292',-0.153
'1:27.294',-0.151
'1:27.296',-0.129
'1:27.298',-0.118
'1:27.300',-0.130
'1:27.302',-0.129
'1:27.304',-0.106
'1:27.306',-0.111
'1:27.308',-0.127
'1:27.310',-0.124
'1:27.312',-0.109
'1:27.314',-0.096
'1:27.316',-0.107
'1:27.318',-0.106
'1:27.320',-0.101
'1:27.322',-0.092
'1:27.324',-0.090
'1:27.326',-0.070
'1:27.328',-0.068
'1:27.330',-0.065
'1:27.332',-0.067
'1:27.334',-0.060
'1:27.336',-0.060
'1:27.338',-0.062
'1:27.340',-0.094
'1:27.342',-0.104
'1:27.344',-0.135
'1:27.346',-0.120
'1:27.348',-0.149
'1:27.350',-0.153
'1:27.352',-0.155
'1:27.354',-0.159
'1:27.356',-0.167
'1:27.358',-0.169
'1:27.360',-0.175
'1:27.362',-0.176
'1:27.364',-0.169
'1:27.366',-0.166
'1:27.368',-0.168
'1:27.370',-0.167
'1:27.372',-0.171
'1:27.374',-0.172
'1:27.376',-0.182
'1:27.378',-0.167
'1:27.380',-0.171
'1:27.382',-0.189
'1:27.384',-0.189
'1:27.386',-0.190
'1:27.388',-0.185
'1:27.390',-0.194
'1:27.392',-0.202
'1:27.394',-0.192
'1:27.396',-0.176
'1:27.398',-0.163
'1:27.400',-0.120
'1:27.402',-0.112
'1:27.404',-0.065
'1:27.406',-0.027
'1:27.408',0.066
'1:27.410',0.147
'1:27.412',0.231
'1:27.414',0.296
'1:27.416',0.394
'1:27.418',0.464
'1:27.420',0.537
'1:27.422',0.545
'1:27.424',0.518
'1:27.426',0.469
'1:27.428',0.416
'1:27.430',0.312
'1:27.432',0.162
'1:27.434',0.071
'1:27.436',0.002
'1:27.438',-0.086
'1:27.440',-0.131
'1:27.442',-0.183
'1:27.444',-0.252
'1:27.446',-0.267
'1:27.448',-0.300
'1:27.450',-0.322
'1:27.452',-0.344
'1:27.454',-0.319
'1:27.456',-0.291
'1:27.458',-0.274
'1:27.460',-0.269
'1:27.462',-0.255
'1:27.464',-0.237
'1:27.466',-0.242
'1:27.468',-0.217
'1:27.470',-0.206
'1:27.472',-0.221
'1:27.474',-0.205
'1:27.476',-0.205
'1:27.478',-0.203
'1:27.480',-0.203
'1:27.482',-0.199
'1:27.484',-0.191
'1:27.486',-0.193
'1:27.488',-0.203
'1:27.490',-0.191
'1:27.492',-0.190
'1:27.494',-0.184
'1:27.496',-0.200
'1:27.498',-0.191
'1:27.500',-0.178
'1:27.502',-0.191
'1:27.504',-0.194
'1:27.506',-0.165
'1:27.508',-0.175
'1:27.510',-0.186
'1:27.512',-0.193
'1:27.514',-0.190
'1:27.516',-0.181
'1:27.518',-0.190
'1:27.520',-0.184
'1:27.522',-0.180
'1:27.524',-0.178
'1:27.526',-0.169
'1:27.528',-0.164
'1:27.530',-0.164
'1:27.532',-0.173
'1:27.534',-0.175
'1:27.536',-0.178
'1:27.538',-0.184
'1:27.540',-0.177
'1:27.542',-0.175
'1:27.544',-0.170
'1:27.546',-0.165
'1:27.548',-0.169
'1:27.550',-0.160
'1:27.552',-0.170
'1:27.554',-0.166
'1:27.556',-0.162
'1:27.558',-0.173
'1:27.560',-0.152
'1:27.562',-0.151
'1:27.564',-0.145
'1:27.566',-0.154
'1:27.568',-0.149
'1:27.570',-0.128
'1:27.572',-0.143
'1:27.574',-0.131
'1:27.576',-0.129
'1:27.578',-0.130
'1:27.580',-0.118
'1:27.582',-0.122
'1:27.584',-0.100
'1:27.586',-0.114
'1:27.588',-0.103
'1:27.590',-0.103
'1:27.592',-0.099
'1:27.594',-0.099
'1:27.596',-0.086
'1:27.598',-0.080
'1:27.600',-0.076
'1:27.602',-0.086
'1:27.604',-0.070
'1:27.606',-0.067
'1:27.608',-0.059
'1:27.610',-0.042
'1:27.612',-0.046
'1:27.614',-0.025
'1:27.616',-0.035
'1:27.618',-0.021
'1:27.620',-0.020
'1:27.622',-0.006
'1:27.624',0.004
'1:27.626',0.009
'1:27.628',0.013
'1:27.630',0.019
'1:27.632',0.023
'1:27.634',0.035
'1:27.636',0.036
'1:27.638',0.029
'1:27.640',0.035
'1:27.642',0.044
'1:27.644',0.057
'1:27.646',0.068
'1:27.648',0.066
'1:27.650',0.081
'1:27.652',0.072
'1:27.654',0.070
'1:27.656',0.086
'1:27.658',0.082
'1:27.660',0.068
'1:27.662',0.072
'1:27.664',0.077
'1:27.666',0.068
'1:27.668',0.053
'1:27.670',0.072
'1:27.672',0.060
'1:27.674',0.046
'1:27.676',0.037
'1:27.678',0.035
'1:27.680',0.033
'1:27.682',0.025
'1:27.684',0.022
'1:27.686',-0.007
'1:27.688',-0.004
'1:27.690',-0.015
'1:27.692',-0.029
'1:27.694',-0.026
'1:27.696',-0.042
'1:27.698',-0.050
'1:27.700',-0.042
'1:27.702',-0.072
'1:27.704',-0.074
'1:27.706',-0.081
'1:27.708',-0.071
'1:27.710',-0.087
'1:27.712',-0.092
'1:27.714',-0.083
'1:27.716',-0.099
'1:27.718',-0.105
'1:27.720',-0.104
'1:27.722',-0.114
'1:27.724',-0.126
'1:27.726',-0.123
'1:27.728',-0.117
'1:27.730',-0.120
'1:27.732',-0.128
'1:27.734',-0.137
'1:27.736',-0.128
'1:27.738',-0.137
'1:27.740',-0.141
'1:27.742',-0.134
'1:27.744',-0.135
'1:27.746',-0.121
'1:27.748',-0.128
'1:27.750',-0.137
'1:27.752',-0.150
'1:27.754',-0.155
'1:27.756',-0.147
'1:27.758',-0.139
'1:27.760',-0.168
'1:27.762',-0.151
'1:27.764',-0.145
'1:27.766',-0.137
'1:27.768',-0.147
'1:27.770',-0.152
'1:27.772',-0.152
'1:27.774',-0.155
'1:27.776',-0.155
'1:27.778',-0.155
'1:27.780',-0.144
'1:27.782',-0.148
'1:27.784',-0.141
'1:27.786',-0.152
'1:27.788',-0.139
'1:27.790',-0.141
'1:27.792',-0.161
'1:27.794',-0.160
'1:27.796',-0.160
'1:27.798',-0.159
'1:27.800',-0.153
'1:27.802',-0.165
'1:27.804',-0.158
'1:27.806',-0.151
'1:27.808',-0.162
'1:27.810',-0.165
'1:27.812',-0.168
'1:27.814',-0.170
'1:27.816',-0.168
'1:27.818',-0.160
'1:27.820',-0.160
'1:27.822',-0.163
'1:27.824',-0.174
'1:27.826',-0.173
'1:27.828',-0.168
'1:27.830',-0.165
'1:27.832',-0.168
'1:27.834',-0.167
'1:27.836',-0.167
'1:27.838',-0.172
'1:27.840',-0.176
'1:27.842',-0.172
'1:27.844',-0.161
'1:27.846',-0.174
'1:27.848',-0.180
'1:27.850',-0.169
'1:27.852',-0.177
'1:27.854',-0.169
'1:27.856',-0.168
'1:27.858',-0.176
'1:27.860',-0.172
'1:27.862',-0.159
'1:27.864',-0.170
'1:27.866',-0.172
'1:27.868',-0.171
'1:27.870',-0.175
'1:27.872',-0.164
'1:27.874',-0.184
'1:27.876',-0.176
'1:27.878',-0.174
'1:27.880',-0.177
'1:27.882',-0.165
'1:27.884',-0.164
'1:27.886',-0.154
'1:27.888',-0.180
'1:27.890',-0.166
'1:27.892',-0.166
'1:27.894',-0.177
'1:27.896',-0.159
'1:27.898',-0.168
'1:27.900',-0.165
'1:27.902',-0.175
'1:27.904',-0.172
'1:27.906',-0.157
'1:27.908',-0.168
'1:27.910',-0.159
'1:27.912',-0.145
'1:27.914',-0.163
'1:27.916',-0.159
'1:27.918',-0.161
'1:27.920',-0.152
'1:27.922',-0.146
'1:27.924',-0.141
'1:27.926',-0.135
'1:27.928',-0.128
'1:27.930',-0.127
'1:27.932',-0.129
'1:27.934',-0.145
'1:27.936',-0.138
'1:27.938',-0.136
'1:27.940',-0.135
'1:27.942',-0.130
'1:27.944',-0.121
'1:27.946',-0.114
'1:27.948',-0.107
'1:27.950',-0.099
'1:27.952',-0.090
'1:27.954',-0.093
'1:27.956',-0.087
'1:27.958',-0.079
'1:27.960',-0.079
'1:27.962',-0.079
'1:27.964',-0.092
'1:27.966',-0.121
'1:27.968',-0.133
'1:27.970',-0.152
'1:27.972',-0.164
'1:27.974',-0.159
'1:27.976',-0.160
'1:27.978',-0.169
'1:27.980',-0.178
'1:27.982',-0.180
'1:27.984',-0.180
'1:27.986',-0.186
'1:27.988',-0.190
'1:27.990',-0.186
'1:27.992',-0.190
'1:27.994',-0.177
'1:27.996',-0.190
'1:27.998',-0.198
'1:28.000',-0.194
'1:28.002',-0.191
'1:28.004',-0.205
'1:28.006',-0.195
'1:28.008',-0.180
'1:28.010',-0.192
'1:28.012',-0.206
'1:28.014',-0.197
'1:28.016',-0.179
'1:28.018',-0.182
'1:28.020',-0.184
'1:28.022',-0.160
'1:28.024',-0.121
'1:28.026',-0.102
'1:28.028',-0.064
'1:28.030',0.003
'1:28.032',0.047
'1:28.034',0.133
'1:28.036',0.208
'1:28.038',0.284
'1:28.040',0.358
'1:28.042',0.426
'1:28.044',0.478
'1:28.046',0.469
'1:28.048',0.425
'1:28.050',0.409
'1:28.052',0.348
'1:28.054',0.229
'1:28.056',0.091
'1:28.058',0.029
'1:28.060',-0.049
'1:28.062',-0.113
'1:28.064',-0.173
'1:28.066',-0.193
'1:28.068',-0.252
'1:28.070',-0.277
'1:28.072',-0.309
'1:28.074',-0.342
'1:28.076',-0.350
'1:28.078',-0.314
'1:28.080',-0.315
'1:28.082',-0.283
'1:28.084',-0.273
'1:28.086',-0.257
'1:28.088',-0.244
'1:28.090',-0.239
'1:28.092',-0.253
'1:28.094',-0.222
'1:28.096',-0.218
'1:28.098',-0.218
'1:28.100',-0.217
'1:28.102',-0.197
'1:28.104',-0.192
'1:28.106',-0.208
'1:28.108',-0.206
'1:28.110',-0.197
'1:28.112',-0.200
'1:28.114',-0.194
'1:28.116',-0.203
'1:28.118',-0.198
'1:28.120',-0.191
'1:28.122',-0.201
'1:28.124',-0.176
'1:28.126',-0.172
'1:28.128',-0.183
'1:28.130',-0.179
'1:28.132',-0.181
'1:28.134',-0.181
'1:28.136',-0.184
'1:28.138',-0.198
'1:28.140',-0.185
'1:28.142',-0.176
'1:28.144',-0.192
'1:28.146',-0.177
'1:28.148',-0.176
'1:28.150',-0.189
'1:28.152',-0.182
'1:28.154',-0.178
'1:28.156',-0.190
'1:28.158',-0.176
'1:28.160',-0.173
'1:28.162',-0.176
'1:28.164',-0.173
'1:28.166',-0.171
'1:28.168',-0.168
'1:28.170',-0.175
'1:28.172',-0.155
'1:28.174',-0.171
'1:28.176',-0.175
'1:28.178',-0.163
'1:28.180',-0.169
'1:28.182',-0.170
'1:28.184',-0.160
'1:28.186',-0.168
'1:28.188',-0.149
'1:28.190',-0.150
'1:28.192',-0.159
'1:28.194',-0.150
'1:28.196',-0.161
'1:28.198',-0.138
'1:28.200',-0.144
'1:28.202',-0.132
'1:28.204',-0.113
'1:28.206',-0.133
'1:28.208',-0.123
'1:28.210',-0.120
'1:28.212',-0.129
'1:28.214',-0.116
'1:28.216',-0.122
'1:28.218',-0.097
'1:28.220',-0.112
'1:28.222',-0.100
'1:28.224',-0.097
'1:28.226',-0.082
'1:28.228',-0.079
'1:28.230',-0.080
'1:28.232',-0.077
'1:28.234',-0.065
'1:28.236',-0.060
'1:28.238',-0.073
'1:28.240',-0.051
'1:28.242',-0.036
'1:28.244',-0.035
'1:28.246',-0.042
'1:28.248',-0.017
'1:28.250',-0.017
'1:28.252',-0.011
'1:28.254',-0.010
'1:28.256',-0.006
'1:28.258',0.010
'1:28.260',0.021
'1:28.262',0.026
'1:28.264',0.029
'1:28.266',0.022
'1:28.268',0.033
'1:28.270',0.046
'1:28.272',0.044
'1:28.274',0.048
'1:28.276',0.055
'1:28.278',0.063
'1:28.280',0.055
'1:28.282',0.041
'1:28.284',0.051
'1:28.286',0.049
'1:28.288',0.045
'1:28.290',0.062
'1:28.292',0.045
'1:28.294',0.054
'1:28.296',0.041
'1:28.298',0.040
'1:28.300',0.014
'1:28.302',0.017
'1:28.304',0.022
'1:28.306',0.013
'1:28.308',0.001
'1:28.310',-0.019
'1:28.312',-0.020
'1:28.314',-0.030
'1:28.316',-0.050
'1:28.318',-0.050
'1:28.320',-0.056
'1:28.322',-0.058
'1:28.324',-0.065
'1:28.326',-0.060
'1:28.328',-0.059
'1:28.330',-0.085
'1:28.332',-0.095
'1:28.334',-0.117
'1:28.336',-0.093
'1:28.338',-0.105
'1:28.340',-0.095
'1:28.342',-0.119
'1:28.344',-0.135
'1:28.346',-0.132
'1:28.348',-0.117
'1:28.350',-0.127
'1:28.352',-0.134
'1:28.354',-0.140
'1:28.356',-0.138
'1:28.358',-0.143
'1:28.360',-0.152
'1:28.362',-0.146
'1:28.364',-0.131
'1:28.366',-0.144
'1:28.368',-0.136
'1:28.370',-0.141
'1:28.372',-0.143
'1:28.374',-0.148
'1:28.376',-0.154
'1:28.378',-0.159
'1:28.380',-0.148
'1:28.382',-0.150
'1:28.384',-0.144
'1:28.386',-0.147
'1:28.388',-0.166
'1:28.390',-0.166
'1:28.392',-0.150
'1:28.394',-0.159
'1:28.396',-0.159
'1:28.398',-0.161
'1:28.400',-0.159
'1:28.402',-0.150
'1:28.404',-0.140
'1:28.406',-0.161
'1:28.408',-0.156
'1:28.410',-0.151
'1:28.412',-0.157
'1:28.414',-0.166
'1:28.416',-0.162
'1:28.418',-0.153
'1:28.420',-0.160
'1:28.422',-0.161
'1:28.424',-0.154
'1:28.426',-0.161
'1:28.428',-0.151
'1:28.430',-0.158
'1:28.432',-0.154
'1:28.434',-0.166
'1:28.436',-0.163
'1:28.438',-0.156
'1:28.440',-0.170
'1:28.442',-0.162
'1:28.444',-0.163
'1:28.446',-0.164
'1:28.448',-0.160
'1:28.450',-0.168
'1:28.452',-0.167
'1:28.454',-0.179
'1:28.456',-0.170
'1:28.458',-0.161
'1:28.460',-0.164
'1:28.462',-0.171
'1:28.464',-0.169
'1:28.466',-0.163
'1:28.468',-0.165
'1:28.470',-0.162
'1:28.472',-0.178
'1:28.474',-0.167
'1:28.476',-0.151
'1:28.478',-0.174
'1:28.480',-0.174
'1:28.482',-0.160
'1:28.484',-0.168
'1:28.486',-0.174
'1:28.488',-0.178
'1:28.490',-0.189
'1:28.492',-0.182
'1:28.494',-0.184
'1:28.496',-0.187
'1:28.498',-0.175
'1:28.500',-0.164
'1:28.502',-0.164
'1:28.504',-0.172
'1:28.506',-0.168
'1:28.508',-0.164
'1:28.510',-0.168
'1:28.512',-0.172
'1:28.514',-0.172
'1:28.516',-0.165
'1:28.518',-0.166
'1:28.520',-0.176
'1:28.522',-0.176
'1:28.524',-0.178
'1:28.526',-0.162
'1:28.528',-0.171
'1:28.530',-0.164
'1:28.532',-0.159
'1:28.534',-0.159
'1:28.536',-0.167
'1:28.538',-0.161
'1:28.540',-0.146
'1:28.542',-0.146
'1:28.544',-0.147
'1:28.546',-0.144
'1:28.548',-0.147
'1:28.550',-0.140
'1:28.552',-0.148
'1:28.554',-0.135
'1:28.556',-0.133
'1:28.558',-0.132
'1:28.560',-0.143
'1:28.562',-0.132
'1:28.564',-0.114
'1:28.566',-0.104
'1:28.568',-0.096
'1:28.570',-0.103
'1:28.572',-0.102
'1:28.574',-0.088
'1:28.576',-0.097
'1:28.578',-0.092
'1:28.580',-0.121
'1:28.582',-0.118
'1:28.584',-0.144
'1:28.586',-0.154
'1:28.588',-0.172
'1:28.590',-0.175
'1:28.592',-0.166
'1:28.594',-0.171
'1:28.596',-0.173
'1:28.598',-0.193
'1:28.600',-0.183
'1:28.602',-0.181
'1:28.604',-0.182
'1:28.606',-0.186
'1:28.608',-0.177
'1:28.610',-0.183
'1:28.612',-0.193
'1:28.614',-0.188
'1:28.616',-0.179
'1:28.618',-0.188
'1:28.620',-0.196
'1:28.622',-0.203
'1:28.624',-0.193
'1:28.626',-0.187
'1:28.628',-0.196
'1:28.630',-0.203
'1:28.632',-0.204
'1:28.634',-0.197
'1:28.636',-0.170
'1:28.638',-0.171
'1:28.640',-0.150
'1:28.642',-0.114
'1:28.644',-0.088
'1:28.646',-0.035
'1:28.648',0.029
'1:28.650',0.098
'1:28.652',0.167
'1:28.654',0.247
'1:28.656',0.317
'1:28.658',0.353
'1:28.660',0.410
'1:28.662',0.417
'1:28.664',0.395
'1:28.666',0.336
'1:28.668',0.321
'1:28.670',0.212
'1:28.672',0.079
'1:28.674',0.017
'1:28.676',-0.058
'1:28.678',-0.137
'1:28.680',-0.174
'1:28.682',-0.208
'1:28.684',-0.258
'1:28.686',-0.296
'1:28.688',-0.295
'1:28.690',-0.329
'1:28.692',-0.341
'1:28.694',-0.333
'1:28.696',-0.298
'1:28.698',-0.304
'1:28.700',-0.273
'1:28.702',-0.257
'1:28.704',-0.258
'1:28.706',-0.256
'1:28.708',-0.244
'1:28.710',-0.241
'1:28.712',-0.227
'1:28.714',-0.239
'1:28.716',-0.238
'1:28.718',-0.211
'1:28.720',-0.216
'1:28.722',-0.208
'1:28.724',-0.221
'1:28.726',-0.197
'1:28.728',-0.200
'1:28.730',-0.205
'1:28.732',-0.205
'1:28.734',-0.216
'1:28.736',-0.200
'1:28.738',-0.201
'1:28.740',-0.206
'1:28.742',-0.201
'1:28.744',-0.210
'1:28.746',-0.186
'1:28.748',-0.197
'1:28.750',-0.194
'1:28.752',-0.190
'1:28.754',-0.203
'1:28.756',-0.195
'1:28.758',-0.188
'1:28.760',-0.199
'1:28.762',-0.188
'1:28.764',-0.173
'1:28.766',-0.193
'1:28.768',-0.192
'1:28.770',-0.200
'1:28.772',-0.197
'1:28.774',-0.180
'1:28.776',-0.183
'1:28.778',-0.183
'1:28.780',-0.184
'1:28.782',-0.174
'1:28.784',-0.172
'1:28.786',-0.178
'1:28.788',-0.165
'1:28.790',-0.174
'1:28.792',-0.172
'1:28.794',-0.172
'1:28.796',-0.167
'1:28.798',-0.166
'1:28.800',-0.151
'1:28.802',-0.147
'1:28.804',-0.154
'1:28.806',-0.162
'1:28.808',-0.159
'1:28.810',-0.146
'1:28.812',-0.143
'1:28.814',-0.149
'1:28.816',-0.147
'1:28.818',-0.143
'1:28.820',-0.143
'1:28.822',-0.135
'1:28.824',-0.142
'1:28.826',-0.136
'1:28.828',-0.127
'1:28.830',-0.125
'1:28.832',-0.127
'1:28.834',-0.117
'1:28.836',-0.115
'1:28.838',-0.107
'1:28.840',-0.117
'1:28.842',-0.103
'1:28.844',-0.097
'1:28.846',-0.082
'1:28.848',-0.084
